Business,date,review_id,stars,text
Matt's Big Breakfast ,08/12/2006,pdZ42ze_42jp0d4RsTHQFg,4,"The service sucks at Matt's. Unfortunately for those of us that like good food AND good service the food is crave worthy- better than any breakfast I have ever had, so simple and so, so, yummy. That being said, I have never been to a restaurant that ran out of cream for coffee. Not only that but they made it seem like no big deal, no apologies. I had one too many bad experiences and have not been back since. I have been tempted many a time to go back and see if they have changed their evil ways, but I just can't bring myself to do it. We'll see- life is too short to hold grudges, especially when good food is involved, right?

UPDATE: Ok, we ventured back to Matt's to celebrate my birthday in April and I have to say that the service wasn't bad at all.... no more snotty waitresses, so I am adding 2 more stars. If they would make the effort to be really friendly they would get my 5th star... but I won't hold my breath, I think it is just not that kind of place. Now if you really are a thrill seeker I have a challenge for you... go to the bathroom at Matt's (go ahead and ask them where the bathroom is and you will see what I mean)... and if you want to have a good laugh imagine a nine months pregnant woman trying to go to the bathroom at Matt's... yeah, that was fun, luckily I escaped with little more than a pinch on the thigh from the toilet seat... but unless you have a death wish you should definitely empty your bladder BEFORE you go to Matt's...fair warning."
Matt's Big Breakfast ,06/07/2009,4-YEkM3zfYdw4V2gGQvsuw,2,"Had great expectations after highly recommended by others. The breakfast was good, nothing extraordinary though. The service was a disappointment, server was very forgetful and put off by some simple requests. It doesn't look like they need my business though, considering the line to get in. I probably wont be back."
Matt's Big Breakfast ,27/10/2011,NdP0xjQ3Cqr3iDTlAJAyKw,5,"Saw this place on Triple D so I decided to give her try. My expectations were high and when I arrived I was shocked that on a Thursday morning the line was extra extra long. Had to wait patiently which when it comes to food I don't like. 

But needless to say the wait was worth it because when I got in there I was served quickly. I ordered the pork chop, eggs, and hash browns.  The pork chop there is fabulous and the toast and home made grape jelly was good. 

I would recommend this place for breakfast to anyone who is in the downtown area of Phoenix. Make sure to try the bacon too."
Matt's Big Breakfast ,03/03/2007,gagVakEXSO-J6mw4DEZAdA,5,"The PERFECT Breakfast :)  If only I could have this every day :)

Matt's is all you want a breakfast spot to be...cute, friendly and the most amazing food out there.

I highly recommend the hog and chick.  You just can't go wrong with eggs*, bacon*, home fries* (get the home fries, not the hashbrowns) and their toast* served with Terra Verde Farms preserves.  * = best ever, ever, ever

I could write on and on...you've seen the reviews.  Just make sure to make it there, you won't be sorry, you'll be addicted!"
Matt's Big Breakfast ,13/08/2010,pAaJ34JLxxhjke_ADS6GCw,3,I love Matts and feel everything about this place is IMPECCABLE. But unfortunately the small capacity seating and over an hour waiting in line ALWAYS turns me away.  Id be around more often if I wasn't wasting my weekends sitting on a hot bench.
Matt's Big Breakfast ,10/09/2008,nMaKf-Uc-hdGsd7yP8f9fQ,4,THE LINE IS HELLA LONG!!! so is the wait!! other than that I thought it was good..... Oh yah phoenix is hot.... and you will be standing in line outside!
Matt's Big Breakfast ,28/02/2009,sVA8iopVeg0-0w7O35xdgA,5,"Believe the hype. That's all I can say. 

This place is the kama sutra of flavor for your taste buds."
Matt's Big Breakfast ,05/12/2012,F42VD3lAEmfdCnvJb8jfUQ,2,"I am new to the Phoenix area and was in the mood for someone else to cook my breakfast for a change and stumbled across all these rave reviews of Matt's on yelp. Normally I find that the yelp reviews are just about spot on and very honest. This is my first case of the contrary. I don't know what hole in the wall ""amazing"" breakfast joint these reviews were for, but I must have been at the wrong place.........

Don't get me wrong this place is reasonably priced for your basic breakfast, but that is about it. I gave them an extra star for using ""local"" ingredients. This place is below Waffle House and the like on my list. 

The hash browns were more like a chopped potato omelet that needed a few more minuets, I.E. raw mashed potato in the middle. They take ""over easy"" a little too serious also. If there were such a thing as egg tar tar, that's what was on my plate. If you have ever had eggs like this, the ones that can't even be eaten with a fork, then you know my pain. I will say my pork chop was good, but who can screw up a pork chop? The bread was good, nice thick cut slices of what looked to be locally baked loafs. The preserve that came with said toast was okay too, but it got snatched away before I could finish. 

All in all, this place is good for the sheep that need to eat downtown, but lacks anything for a reason to return or recommend it to anyone. If you are in the area and thinking of eating here, try somewhere else. I didn't have to wait in line like many on yelp have stated, and I'm sure glad I didn't for that lack of quality. There are many other options in the area, give someone else a shot that's not banking on you eating there because they were on T.V................."
Matt's Big Breakfast ,11/08/2011,4UuEnZ1i3SBcO0r8zMd05w,4,"you will wait... ALWAYS...

I COULD EAT A POUND OF THEIR HASH BROWNS. i get them to go!"
Matt's Big Breakfast ,22/02/2010,Y0ZFutGDYDNV4f6zcB2xbw,4,"I had my first experience with Matt's this morning. A friend of mine had seen it on Diner's, Dives and Drive In's (or something along those lines) and was excited to try it out. The wait was about 20 minutes(arrived at 9 am) and seating is very limited but worth it!

I'm all about the breakfast food so I was excited to try somewhere new. The menu is limited but covers all bases. The coffee (a special blend just for them) is local as is everything that they serve. I swear the bacon tastes better when it's from around the corner.

I decided on the belgian waffle and a side of hash browns. SUPER YUMMY!! I appreciate the note on the menu that they only use butter and extra virgin olive oil... No trans fats here! The hash browns were a bit oily but tasty overall.

As I was leaving I saw a huge stack of pancakes on their way to a table... I know what I'm getting next time!!"
Matt's Big Breakfast ,05/07/2008,5PhUKXXwg5n2u2uf6oxfVQ,5,"Matt's Big Breakfast is a wonderful place in the morning to feel the life of downtown Phoenix.  I have eaten there 5 times in the last year and each meal was worth the 10 to 20 minute wait out side on the sidewalk.  

At 9:30 a.m. on Wednesday, July 3, my wife Marie and I ventured downtown and decided to have breakfast out.  Matt's was on our mind.  We waited outside only 5 minutes before getting a table by the window next to the kitchen entry.  Busy place, but the service was great.  Quick with the coffee for Marie and ice tea for me.  Marie ordered an omelet with cheese and mushrooms, while I decided on the special, eggs benedict.  We both had the home fries. 

When everything arrived, the meal was very yummy.  Marie, in her delicate way, snarfed down her omelet with a smile.  My eggs benedict was on a fresh English muffin, topped with ham, poached eggs, and a yummy hollandaise sauce.  Calories be damned!

The whole meal cost $22.53 + 4.00 tip.

Yes the place is small and you'll most likely have a short wait for a table, but get over that, because the experience of eating good food prepared by great people is worth your time."
Matt's Big Breakfast ,02/08/2009,kxqQPk-bX8KWne5I9lKJ8A,3,"I was disappointed too.  I waited an hour and then took at seat at the counter which is ok with me, but if you've got long legs your only option is to sit spread-eagled in order to get close enough to your plate and there's not that much legroom to each side.  In the small space in front of the counter the staff was in perpetual motion squeezing past each other to get drinks, etc.   My cheddar, jalepeno, sausage omelette was very good, but not huge, and the hash browns were crisp and tasty on the outside but soggy on the inside.  The whole wheat toast was great, but no choice of toppings...I was given a small dollop of peach preserves. 
The waffles next to me looked fabulous, but I'm not a fan.   Basically I didn't think it wasn't worth the hour wait in 100 degrees and I was relieved to get outside where there was some breathing room."
Matt's Big Breakfast ,06/08/2011,Dam8Axp73_lL1-bmS7N4hA,3,"Ok so the look of the portions in the pictures are very deceptive.  The waffle and pancakes arent big as they look, however I am stuffed so I guess the waffle was big enough.  the food was very good, I thought it would be better, but I am not disappointed.  I would come back here :) the waffle was not as good as the farm and the pancakes were not as good as first watch. but thats just my opinion.  Next time I want to try some of their scrambles."
Matt's Big Breakfast ,07/11/2012,JjsTlbPjZvfsdWAKfnmFWg,5,"I ADORE this place. Matt's has been a staple breakfast, brunch, whatever place for me since I moved to Downtown 5 years ago. They just moved to a great place up the street (where Verde used to be for locals) with more room so now everything isn't so crammed! Not that we all didn't enjoy their original house, this one just says, ""I'm still awesome, I just stepped up a notch."" Everything is delicious. I love their 5 Spot, the waffles are great, and their lunch specials are always amazing. If you like jelly - try their homemade stuff. Try the bacon."
Matt's Big Breakfast ,03/09/2012,87UfBZ4-lp-oUXvVn79JgQ,4,"http://stevelerer.com

I traveled to Phoenix only a few days away from the LA marathon in March and was determined to start carbo loading early. My first stop was Matt's Big Breakfast, a place I had patroned back in 2010. That time I ordered the item that Guy tried on triple D and it was really good. He ordered the chop and the chick which was a pork chop and two fried eggs. It was delicious, with a great pesto topping, I only wished I could have had more pesto but they may have given it to me if I had asked.

The restaurant is small usually with a 10 minute wait even for one person. I didn't mind and hung out with the locals for a little bit before I was able to sit at the bar. The decor and ambiance is not much different than most other small breakfast spots but it is clean and welcoming. The staff was nice and took my order quickly and it was only a short while before my order of the hog and the chick was in front of me. Placed at my spot of the counter was beautifully cooked think cut peppered bacon, crispy hashbrowns, and two perfectly cooked over medium eggs. Everything on the plate was cooked really well and was a perfect breakfast. The eggs were right under medium which is where I like them and the hashbrowns were crunchy and crispy on the outside while still creamy on the inside. Somewhat like a potato latke, just without all the onion. By far the star on the plate was the think cut bacon. Sometimes when a restaurant says that the bacon is think cut it really isn't and other times it is so thick that it comes out uncooked. Matt's got it just right and peppered right to the edge of too much. Just where I like it. I could have eaten platefuls of this stuff, if only they were in LA at the end of the marathon.

The last thing in my order was the real reason I returned to Matt's. Each breakfast arrives with a side of bread of which you have a few options. Bread aside, the start was the strawberry jam they served on the side. The jam is without a doubt the best thing in the restaurant. It is super sweet with chunks of fruit inside. It has so much flavor in such a simple concoction, I could eat a jar of it. Too bad they only give you about two ounces. I wonder if they bottle and sell it because I would buy.

All in all Matt's Big Breakfast is a really solid breakfast joint in downtown Phoenix. No wonder it always has a wait. The peppered bacon was delicious and the rest of the meal was nothing to scoff at but, in the end, I would come here every time I visit Phoenix just for the strawberry jam. Check out Matt's Big Breakfast the next time you are in town and let me know what you think.

Overall Review: 7/10"
Matt's Big Breakfast ,27/12/2012,XCZd6irKJ9pMmMjBCFWJtw,4,"We stayed at the Sheraton downtown and Matt's was a short walk.  Definitely worth the walk, and it helped to justify eating such a large breakfast.  There is probably something there that is not very good, but we did not find it.  When you get there, make sure you check in with the person running the register"
Matt's Big Breakfast ,29/01/2011,HZAEVgeQE-VkHGTIk_GpbQ,5,"Love this spot - it's pretty close to the convention center so Natalie and I went here to check it out. The bacon is awesome here!

Their philosophy is great too - local, organic, etc. etc.  The place is tiny and quaint too and as always it's great to support a local independent business.  

Best breakfast in Phoenix that i've had and definitely one of my fave spots - went there the next day too - got the special and it was delish - check my photos to see what we got!"
Matt's Big Breakfast ,13/09/2011,-4JCxtAV17hsXxxLxkSMHA,5,"I've been a regular here the past 3 years. Other than the wait being long, the five spot sandwhich and waffle make this place one of my favorite in the nation."
Matt's Big Breakfast ,19/11/2007,gGlA2hAnvqof5BOj484raQ,5,"Contrary to the reviwers below...I love Matt's. Yeah the wait is long...the place is small...once I went in the summer and I was sweating in my coffee...

BUT....

This is Phoenix people. When the breakfast choices are a tasty meal at Circle K (heated under heat lamps) or Denny's and IHOP, you can't beat Matt's. 

I love breakfast. I eat breakfast everywhere I travel on business. I have never had a better breakfast than at Matt's. Fresh ingredients, great food, excellent bread and jam...kick $ss hashbrowns.

I wish the place was bigger (and cooler) and the wait not so long. But as a special breakfast treat...you can't beat it.  Just bring your own fan."
Matt's Big Breakfast ,31/03/2012,2JGPmNX9KJPhyU0TSPTeXw,5,"Okay, I admit it - we are waaaaay late to this party. We tried once before but the hour-plus wait was just two much for the four starving carnivores with me that day. This time our strategy was to go early on a Saturday morning as close to 6:30am opening as possible. We arrived around 7:15 (it WAS the weekend after all) and only waited about 20min for a table for two. 

I had the special of the day - 3-egg scramble with andouille sausage, fresh local baby spinach and fontina cheese - YUM! The sausage had just the right enough of bam and the home fries with rosemary and onions rocked. My companion had the hog and chick - awesome meaty bacon with that.

Great value for the price - I packed up at least half my meal for the starving teenagers at home (who could not be roused at dawn). If you haven't been, get up early, bring a newspaper and rest assured Matt's Big is well worth the wait."
Matt's Big Breakfast ,07/07/2010,DL4O55L68FT2UAv5vgDW5Q,5,"This place is fantastic.

About the restaurant itself.  It's right by downtown Phoenix, and in fact right next to a Light Rail stop--so keep this in mind, parking is metered and sometimes hard to come by easily, if you live by a light rail this may be the smarter option.  The place is seriously tiny, only about 6-8 groups of people can be seated at one time.  A slight drawback is that there is limited outdoor seating, which, given the predictably large lines even on weekdays, is a problem.  The Phoenix sun will make a 45 minute wait seem like an hour and a half wait.

Now about the service.  I've always had a good experience with the people who work here.  The first time I came here, apparently one of the owners saw that I looked lost, because she came out and very kindly explained how people are seated, where I can go to get coffee in the meantime.  She even suggested I leave my cell phone number and she'll call me when my seat is ready, in case I'm shopping for example.  The waitresses always serve us quickly and never leave us hanging, and they're always smiling, which for some reason makes the experience so much better.

Now for the best part.  I swear, they put crack in their food, because although their breakfast options are simple, they are out of this world.  The first time I came here I got the waffles.  Perhaps it's because they use REAL maple syrup, or all of the ingredients are organic and locally grown, but they make the best waffles I've ever had.  I don't even know how one makes a good waffle really, it seems pretty formulaic, but it's stellar.  I ordered it with bacon, which was also wonderful--the bacon used was the good stuff, not the excessively fatty bacon you buy at the supermarket.  Every bite is spectacular, and when you're done, you're full, but not the kind of full you'll often get at breakfast joints where you think you're going to explode or take a nap--full, but refreshed.

The second time I came I got the pancakes.  Not the best pancake I've ever had, but still, superb and the real maple syrup just sends it through the roof.  The third time I went I got the waffle again (see above).

Before I came here, I was excited about leaving Phoenix for New York due to the incredible array of dining options you get in that city.  Now I'm worried there won't be anything as good!"
Matt's Big Breakfast ,25/01/2009,3Xt-hVsaNFV6w0hj8qegvA,4,"The pork chop & eggs w/ home fries is out of control.  I feel the same way about this place as I do Roscoe's.... you don't go for an egg white omelet, you go to just enjoy yourself & eat some food that your grandparents used to make the old school way, butter & grease.  Just too darn good to pass up."
Matt's Big Breakfast ,23/10/2011,x2I-E7Duttm5AGqos6jlJA,5,"Ordered the famous ""Butter Burger"" medium rare. Forget lettuce, tomato, and pickle, eat this with cheese and maybe some ketchup to let that beef shine through. Delicious! Great diner atmosphere, got to sit at the counter.

Happy to see it was Niman Ranch beef, a sustainable/organic livestock provider."
