Title,Event / Type,Tags,URL,Description,Upload Date,Type
"Data lightning talks, presented by Zoe Kleinman from the BBC",,"data,open data,tech,bbc,data institutions,data trusts,big data,artificial intelligence,health data,GDPR",https://www.youtube.com/watch?v=BI9GfCDRFF0,"BBC Tech Presenter Zoe Kleinman presents lighting talks from Thom Townsend (OpenOwnership),
Dr Rishi Caleyachetty (UK Biobank) and Matt Prewitt (RadicalxChange Foundation) on how they share and use data, and how they think 'data institutions' could impact their areas of work.

These talks took place at the 'Exploring Data Institutions' event, hosted by the Open Data Institute (ODI)

Find out more about the ODI's research here: https://theodi.org/project/rd-data-institutions",17/9/2020,Video
Sir Nigel Shadbolt on the state of play with data institutions,,"data,open data,artificial intelligence,data trusts,data institutions,technology,big data",https://www.youtube.com/watch?v=PbRUYQmRsRk,"'Data institutions are a wonderfully powerful idea'

AI Expert Sir Nigel Shadbolt shares the states of play of data institutions at the 'Exploring Data Institutions' event, hosted by the Open Data Institute (ODI)

Find out more about the ODI's research here: https://theodi.org/project/rd-data-institutions",17/9/2020,Video
ODI Fridays: Why haven’t simulation and digital twins delivered… yet?,ODI Fridays,,https://www.youtube.com/watch?v=fdjE16lxHw4,"In this talk, Dr David McKee – CEO of Slingshot Simulations – will look at some of the key challenges as to why simulation and digital twins have yet to deliver and highlight why some of these can be solved today. We will look at a few motivating examples that framed the Breathing Cities Digital Twin project between Slingshot Simulations, ODI and Lloyds Register Foundation and use this project to show the art of the possible.

About the speaker
Dr David McKee is the CEO, CTO, and founder of Slingshot Simulations, a visiting researcher at the University of Leeds, and a Royal Academy of Engineering Enterprise fellow. David span Slingshot out from the University of Leeds in 2019 raising £750k of seed funding and in March 2020 was listed as one of Insider Media’s 40 under 40 to watch.",21/7/2020,Video
Open Data Institute interviews TrackTogether on their symptom tracking app,,"Covid-19,symptom tracking,data,tech,apps,health",https://www.youtube.com/watch?v=i7OZgyxmQGk,TrackTogether's co-founder explains how we helped them to progress their project to introduce a symptom tracking app.,16/7/2020,Video
"Mr Gee, It's your move, 2020 – Poem performed on film",,"data,open data,tech,poetry,big data,Covid-19,Deep blue,AI,Artificial intelligence",https://www.youtube.com/watch?v=y7p2kJX3nTE,"Mr Gee
It’s your move, 2020
Poem performed on film, 3 minutes, 25 seconds
------------------
Words: Mr Gee
Film: Mann Bros
Graphics: Philpott Design

Mr Gee’s poems reflect on how histories of human-machine relationship can offer us a way through the data complexities of our time. It’s your move builds a modern-day narrative around the infamous 1997 chess game between world chess champion Gary Kasparov and IBM supercomputer, Deep Blue. Mr Gee invokes the pivotal moment when artificial intelligence challenged human intelligence to encourage us all to talk - to work together to address the key questions concerning our data futures.

Commissioned by the ODI Data as Culture for ODI Summit 2020

Mr Gee (UK) is a veteran of the UK’s spoken word scene and a BBC radio presenter. Gee champions promoting unheard voices in society, in part through his extensive rehabilitation work in prisons. He has delivered TEDx talks, starred in West End shows and is known as “Poet Laureate” on Russell Brand’s SONY award-winning radio show. His published and performed works are regularly featured across UK mainstream media.",14/7/2020,Video
ODI Fridays: Helping the construction industry to share knowledge,ODI Fridays,,https://www.youtube.com/watch?v=KXDRuVnJ4v0,"Dozens of organisations in the construction industry publish thousands of resources each year to help practitioners understand how do their job more productively and safely. Yet in a 2018 survey the Construction Knowledge Task Group found that 38% of practitioners don’t have access to the knowledge they need to do their job, the primary reason given was that they don’t even know what resources are available. The result is a continuously low performing sector, which is slow to innovate and permits major safety failures, such as the tragedy at Grenfell, to happen. This is frustrating for publishers and practitioners alike.

In February this year we set off on a project to improve access to knowledge by creating a standard way of sharing data about what knowledge exists and how to access it. The project has involved the collaboration of over 20 publishers, professional institutions and supply chain partners and will enable new digital tools and services to be created that deliver resources to practitioners where and when they need it.

Tom Bartley, who led the project, will describe the challenges faced across the spectrum of knowledge organisations and provide insight into how the new Discoverable Construction Knowledge standard will help to solve these problems for the improvement of the industry.

About the speaker
Tom Bartley is co-founder and CEO of Barbal, a Bristol-based startup solving the problems of cross-organisational collaboration. Trained as civil engineer and with an EngD in digital transformation, he now supports professional communities in construction and manufacturing to solve industry-level problems with data. With Barbal he has developed an approach to solving standardisation problems called Open Consensus and is building a platform for community development of knowledge resources called StandardsRepo.",10/7/2020,Video
ODI Fridays: Unlocking contaminated land data for new housing,ODI Fridays,,https://www.youtube.com/watch?v=1V8U3CA1AlU,"Currently there are over 1.1 million households in England on the social housing waiting list, even though there is enough brownfield land to build an estimated 1 million homes. One of the biggest blockers in developing these sites is unknown ground conditions, making the access to reliable data about the ground incredibly valuable.

Currently, data used during the contaminated land risk assessment undertaken under the Land Contamination: Risk Management guidance are a mixture of open and privately owned data.

Paul, Petra and Darren from Atkins discuss how their project, funded by the Lloyds Register Foundation, has cataloged the datasets routinely utilised in the contaminated land risk assessment and investigated the data gap between open and private datasets. Other barriers to rapid data re-use such as data format have been explored. The aim of the project was the establish a framework for unlocking more private data to help facilitate the development on brownfield sites.

About the speaker
Paul joined Atkins in January 2019 as a data scientist and has extensive experience in analysing socioeconomic data directly related to the location of brownfield sites in London. Prior to this he completed a PhD in Urban Morphology and Sociospatial Analysis funded by the EPSRC at UCL.

Darren is a geotechnical engineer with over 10 years of academic and industry experience with a core technological focus. Darren works collaboratively across multiple scientific and engineering disciplines and is a digital lead in Ground Engineering at Atkins for best practice in digital/software development, design automation and data management.

Petra is a Hydrogeologist who previously worked at the University of Sheffield as a Marie Curie Research Fellow. At Atkins, she has been working on a variety of projects within the contaminated land business. Petra has extensive experience in data management and data processing of large projects such as HS2.",8/7/2020,Video
ODI SUMMIT 2019 Highlights,ODI Summit 2019,"open data,odi,kings place,data conference",https://www.youtube.com/watch?v=dssd7-k-5Kc,"The ODI Summit gathers people from governments, businesses and civil society to discuss major data issues of the day – from ethics to trust, business models to emerging technology.",6/7/2020,Video
ODI Fridays: How the finance sector uses customer data,ODI Fridays,,https://www.youtube.com/watch?v=cy3IeDyOLRc,"Sebastian Wilson, Director of Hankin Consulting, will talk about how technology is used in the finance sector and how customer data is used for insights, decision-making and improving online journeys

About the speaker
Sebastian Wilson is Director of Hankin Consulting which offers strategic direction for technology transformation programmes. Sebastian’s extensive experience has led him to lead successful Cloud projects for ICAP, UBS, SKY TV, core banking strategy projects at Ernst & Young and Icap. He also has extensive audit capabilities with PWC with Colt Communications and launching apps for Carphone Dixon, redefining the retail high street experience and Sky TV.

Sebastian is also championing inclusion and diversity within the technology and banking sectors, across all levels.",23/6/2020,Video
ODI Fridays: Enabling data sharing with the Data Pitch Toolkit,ODI Fridays,,https://www.youtube.com/watch?v=JbsAnKTYKis,"Through the increase of data science techniques, not least Machine Learning (ML) and Artificial Intelligence (AI), the value and role of data as an asset becomes ever more crucial. This has made it more important for data to be accessible. However, much of the data that many solutions require are held within private organisations – and are only available if they are shared.

The Data Pitch Data Sharing Toolkit helps organisations that want to generate value by sharing data or facilitating data sharing. It been pulled together from experience collected on several projects and initiatives, including, but not limited to, the Data Pitch innovation programme.

The toolkit explains the concept, challenges, and processes to enable successful data sharing, and provide resources and recommendations to make data sharing successful in practice. The talk will give a flavour of the toolkit and the insights it was developed from, focussing on how data sharing works in practice, which challenges organisations should be prepared for, and how to overcome them.

About the speaker
Dr Gefion Thuermer obtained her masters’ and doctoral degree in Web Science from the University of Southampton, with a thesis about the effects of online participation processes, and her bachelors’ in Cultural Sciences from FernUni Hagen. She is a Research Associate at KCL. Gefion’s research interests are in online participation, process design, HCI and EDI: to enable inclusive engagement wherever people use technology to achieve goals together. She has worked on the Data Pitch project at the University of Southampton (2019), where she wrote about the key lessons learned from the experience of data sharing, most notably a toolkit for data sharing. She currently works on the ACTION project, overseeing the development of a toolkit for citizen scientists.",8/6/2020,Video
ODI Fridays: Reclaiming our time in the ‘fifth industrial revolution’,ODI Fridays,,https://www.youtube.com/watch?v=J85gWEG_rZw,"Suki Fuller, founder of Miribure and listed in Computer Weekly’s Most Influential Women in UK Tech 2019, tells us why the ‘fifth industrial revolution’ will be about reclaiming our time.

Suki says (to slightly amend US Senator Maxine Waters’ phrase), trust, ethics, social equity and the qualitative aspects of humanity will become more relevant in the next phase of society.

The 17 United Nation Sustainable Development Goals will no longer be ‘nice to have’ goals, but ‘must haves’ with number 17 ‘partnership for the goals’ at the forefront – especially as technology touches all seventeen.

About the speaker
Suki Fuller is the Founder of Miribure, a strategic and competitive intelligence consultancy and Fellow at The Council of Intelligence Fellows. Suzi has seventeen years’ experience as an intelligence advisor from chemical engineering to security. She’s lived and worked globally (EMEA, China, UK and US) within Academia, National Security, Law Enforcement, and Private Corporations.",16/5/2020,Video
ODI Fridays: About data about us – talking to people about data rights,ODI Fridays,,https://www.youtube.com/watch?v=kkAijajZHxc,"Never before has data played such an integral and granular role in how we live. On a daily basis, we are asked to make decisions about personal data about us – consenting to it being collected and used for many purposes. But how do we feel and think about data? Do we understand what the different types of data about us are, do we care how it is used, can we even control how it is used?

The ODI, alongside the RSA (Royal Society for the encouragement of Arts, Manufactures and Commerce) and Luminate have explored what people think and feel about data, data rights and data ownership. Join us for this ODI Fridays lunchtime lecture to hear more about that work, what people want to see happen next and learn the about the different types of data about us.

About the speaker
Renate Samson is Senior Policy Advisor at the ODI. Renate works across a wide range of subjects at the ODI from data rights to open cities, protected characteristics, trust, ethics and data institutions.",24/4/2020,Video
ODI Fridays: Why people aren’t taking full advantage of government data,ODI Fridays,,https://www.youtube.com/watch?v=2nNShqhf5KQ,"Darren and Bill from Swirrl will report on the Connected Open Government Statistics (COGS) project, seeking to make ambitious changes in the way that statistics are disseminated and used. The established approach to stats releases, of PDF commentary and accompanying spreadsheet tables is part of the picture, but not enough in this age of data, the web and automation. That means big changes to technology choices and more importantly to culture, data governance and mindset.

About the speakers
Bill Roberts is CEO of Swirrl, a company specialising in software for government organisations to publish their data in standards-based machine-readable ways. As well as providing the software platform for statistics.gov.scot, Swirrl works with the Office for National Statistics, Defra, MHCLG, the Scottish Government and others on ensuring open government data can have the maximum positive impact. Swirrl is a member of the W3C.

Darren Barnes has worked in ONS for nearly 30 years and much of this time has been spent in transformational roles. Over the last 12 months his focus has been on what the Government Statistical Service landscape looks like and how we can improve the situation for both statistical producers and users alike.",17/4/2020,Video
ODI Fridays Online: Using data science – lessons from the social sector,ODI Fridays,,https://www.youtube.com/watch?v=dL5LNF-lbAw,"How can data be used to improve charities’ impact? What role does data science have in the social sector? Giselle Cory digs into these questions, drawing from DataKind UK’s experience in supporting organisations to use data science.

Using real life case studies from charities, local government, and social enterprises across the UK, including food banks, anti-corruption groups, and children’s hospices, she presents the case for data science as a powerful tool for good.

About the speaker
Giselle Cory is the Executive Director of DataKind UK, a charity that provides free data science support to increase the impact of the social sector . Giselle has worked for Central Government, and for national charities and think tanks, using data to better inform public policy decisions. She believes that smart, responsible data collection and use can help the social sector tackle some of the UK’s biggest challenges.",3/4/2020,Video
Open Data Institute online: Algorave takeover,,,https://www.youtube.com/watch?v=AsQ7grZhCMw,"An algorave is where people write code, that makes music and visuals for people to dance to. The coders' screens are shown, so you can watch them write code as a performing art.

Join genuine Algorave legends Antonio Roberts and Alex McLean with this special online live coding collaboration from their home studios in Birmingham and Sheffield, respectively. If you feel like dancing, this could be a great opportunity for a Thursday workout!

In line with our Data as Culture ""Copy that!"" theme, Antonio and Alex will be working with sounds contributed by ODI Members and staff, forming a strange collaborative drum kit.",2/4/2020,Video
Open Data Institute online: Algorave takeover - take two,,,https://www.youtube.com/watch?v=cxYHP4X5xnM,"An algorave is where people write code, that makes music and visuals for people to dance to. The coders' screens are shown, so you can watch them write code as a performing art.

Join genuine Algorave legends Antonio Roberts and Alex McLean with this special online live coding collaboration from their home studios in Birmingham and Sheffield, respectively. If you feel like dancing, this could be a great opportunity for a Thursday workout!

In line with our Data as Culture ""Copy that!"" theme, Antonio and Alex will be working with sounds contributed by ODI Members and staff, forming a strange collaborative drum kit.",2/4/2020,Video
ODI Fridays: Becoming London’s first Chief Digital Officer,ODI Fridays,,https://www.youtube.com/watch?v=vCa18V-FbuU,"Theo Blackwell MBE is London’s first ever Chief Digital Officer.

A big role, indeed – but what’s it actually like to be dropped into a role which carries with it so many city-wide expectations? What challenges did he face, and why did London need him in the first place?

Theo will talk about opportunities, challenges and where he came from. He’ll also have some handy advice for new CDO’s taking on big new responsibilities.",27/3/2020,Video
ODI Fridays Online: The making of DoxBox trustbot,ODI Fridays,,https://www.youtube.com/watch?v=iUuGO6fTf4I,"ODI research artist in residence Alistair Gentry talks through the background and development of the hot pink tech drag fake AI who loves to find out who and what you trust online.
Alistair Gentry is an artist and writer. He makes performance lectures, interventions, and live roleplaying games, mainly for communities and audiences outside of conventional gallery or performance spaces.
http://alistairgentry.net",20/3/2020,Video
ODI Fridays: The emotional impact of data,ODI Fridays,,https://www.youtube.com/watch?v=IJzPeJ-ce9Y,"Described by The Times as ‘the world’s only Thrill Engineer’, performance artist Brendan Walker will give a broad overview of his creative digital projects from the last 20 years.
Brendan’s projects often use live broadcast and recorded data from a mixture of sources that include: biomedical sensors, environmental monitoring and black box instrumentation. His projects span live performance and installation, and are just as likely to feature on the TV as factual entertainment, as they are to appear in art galleries and museums.
About the speaker
Brendan Walker is a Renaissance Showman – a technology-inspired performance artist. His multi-faceted thrill performances have provided popular entertainment for audiences from the Science Museum to Alton Towers, and his work has featured at V&A, London and MoMA, New York. Brendan originally trained and worked as an aeronautical engineer, before practicing as a digital artist and ride designer. Brendan is Professor of Creative Industries at Middlesex University and a regular broadcaster on TV and radio.",6/3/2020,Video
"ODI Friday lunchtime lecture: The poetry of data, with Mr Gee",ODI Fridays,,https://www.youtube.com/watch?v=xH64xsZD5_o,"As a poet, I’ve always lived on intuition, imagination and inspiration. My world has often been something far removed from even the most remotest of clouds. So imagine my surprise when I was invited to compose data-related poems for the ODI. To try to find the abstract among the AI, the artistry amidst the analytics. Was it possible to find poetry within data?

My talk will cover how my brief interactions with Data as Culture at the ODI allowed me to combine it with my love of classic poetry and find my own unique interpretation of the world. The result was Bring Me My Fire-Truck, which features in our 2020 exhibition Copy That? Surplus Data in an Age of Repetitive Duplication

About the speaker
Mr Gee has been performing poetry for 20 years. Perhaps best known as the “Poet Laureate” on Russell Brand’s notorious radio show, his work has featured in the Times, The Guardian and the New Statesman. He’s presented many series on Radio 4 and co-hosts a podcast called “The Magic Number”.",28/2/2020,Video
ODI Fridays: Narrative and nuance - creative ways of engaging 'the people' in data issues,ODI Fridays,,https://www.youtube.com/watch?v=mAUoYW0n57g,"Data affects everyone. How it is collected, used and shared can have huge impacts – both direct and indirect – on people’s lives. Data and its (mis)use shape how companies profit, how we consume, even how governments see and serve their populations.

But while some organisations are speaking more about responsible data and ethics, many members of the public still aren’t engaged. They see it as boring, dry or too technical to understand – let alone something they can have any real agency over. This is not their fault, but is often because they have not had enough opportunities to meaningfully engage. This needs to change.

In this lecture, Anna Scott will talk through creative approaches to engaging people in data issues – from illustrated reports to artworks, games to shadow puppets. She’ll talk about the importance of embedding nuance and asking open-ended questions, inviting audiences to actively form their perspectives and seek more agency. Anna will also make recommendations for people looking to apply these approaches, from putting message before format to enabling good design.

About the speaker
Anna Scott is a content strategist, trainer and storyteller, specialising in data ethics and rights issues. She works with clients on finding creative, compelling ways to meaningfully engage people in data and tech, giving them more agency and choice for a better, fairer future. Anna used to be Head of Content at the Open Data Institute.",14/2/2020,Video
Private view: Copy That? Surplus Data in an Age of Repetitive Duplication,,,https://www.youtube.com/watch?v=9WVnhMRGgV8,"An in-conversation to celebrate the publication of Art Hack Practice: Critical Intersections of Art, Innovation and the Maker Movement, edited by Victoria Bradbury and Suzy O’Hara, which features a chapter on Data as Culture.

Copy That? is open to the public by appointment from February 5 – June 30 2020, Monday – Friday, 10 am – 17.00: https://theodi.org/event/copy-that-surplus-data-in-an-age-of-repetitive-duplication-2/",4/2/2020,Video
ODI Fridays: Monitoring equality in public services – the value of protected characteristics,ODI Fridays,,https://www.youtube.com/watch?v=WxXZGZuEB3c,"As more of our essential public and private sector services become digital it is vital that providers know exactly who is and isn’t using the services on offer. The only way to do that is to ask, but how can that be done in a meaningful, secure and anonymous way?
A new report written by the ODI and funded by the Legal Education Foundation seeks to explain the problem digital services face, explore why and offer recommendations as to how the issue can be tackled by service designers, regulators and further research.
Come and hear Dr Natalie Byrom Director of Research at LEF and Renate Samson Senior Policy Advisor at the ODI talk about this fascinating and critical subject.
About the speakers
Dr Natalie Byrom is Director of Research at The Legal Education Foundation where she leads work helping individuals to secure their rights. She has recently been seconded to Her Majesty’s Courts and Tribunal Service as Expert Advisor on Open Data and Academic Engagement, Her remit includes evaluating the impact of technology focused court reform on access to and fairness of the justice system.
Renate Samson is Senior Policy Advisor at the ODI. Renate works across a wide range of subjects at the ODI from data rights to open cities and data institutions. She is the project lead on the Monitoring Equality in Digital Public Services report.",31/1/2020,Video
ODI Fridays: The problem with using open source for building humanitarian tools,ODI Fridays,,https://www.youtube.com/watch?v=yVNm-7VGdvQ,"Open source design has a plethora of hurdles to leap before it could become fully adopted by the global design community. These challenges include exploitative ‘work for free attitudes’, how software doesn’t yet allow for robust and collaborative versioning across different designers and how the open source community as a whole is over represented by those with privilege, access and ability.

Ushahidi builds humanitarian tools, remotely for some of the most marginalised people across the globe. Its lead designer Eriol Fox will talk us through how they’ve been piloting a series of design jams to solve the problems of how open source design can work by engaging through meaningful technology that makes a difference in the world.

Come if you want to understand the impact design can have in the humanitarian and open source software sector and how to engage designers in humanitarian and tech for good causes. It’s ideal for anyone interested in the future of how OSS and humanitarian tech tools looks

About the speaker
Eriol Fox is Lead Designer at Ushahidi, and has over 9+ years of experience in the design industry.",17/1/2020,Video
ODI Fridays: How housing data benefits Scrooge and hurts Bob Cratchit,ODI Fridays,,https://www.youtube.com/watch?v=ScluSEHt-z8,"With the cladding crisis causing many homes to now have no value and onerous leasehold terms meaning other homes which do have a value still can’t be sold, Bob Cratchit has had a bit of a rough year.
Martin Boyd from the pioneering charity Leasehold Knowledge Partnership describes the long history of flawed housing data and why that always benefits Scrooge and hurts Bob Cratchit
About the speaker

Martin Boyd Chair of trustees for the Leasehold Knowledge Partnership who first published work on the size of the leasehold housing sector in 2014 showing it represented perhaps as few as 10% of homes, rather than the governments estimate which claimed leasehold homes represented perhaps a few as 10% of homes.",20/12/2019,Video
ODI Fridays: Untangling your secret data architecture,ODI Fridays,,https://www.youtube.com/watch?v=1gYf9eCSBYE,"Lots of organisations are on a data transformation journey. They’ve written their data strategy and they recognise that interoperability is key – now they want different teams to talk to each other easily to achieve new and innovative things. Most organisations first try to start their data architecture from the middle – but this comes with its own problems.
Simon Worthington, Founder of Register Dynamics will explain in this talk how most organisation’s data architecture already exists. People and teams in their organisations already have data models and are interoperating with others as part of their usual business. But how do organisations transform from ad-hoc, local-only thinking to a broad data architecture that is interoperable?
Simon will explain how to find the architecture, untangle it and make it useful for everyone – including why doing it saves you time and money and lets new innovation happen. He’ll also introduce his tool Registers.app that helps make data interoperable, always up-to-date and easy to consume.
About the speaker
Simon is a technologist with years of experience applying cutting-edge data technology to meet real user needs. He has previously worked with the Government Digital Service as part of their data Infrastructure group and with other central government departments to help embed best practice with data. He is now a founder of Register Dynamics, a data consultancy on a mission to make data more useful for everyone, and the creators of Registers.app.",13/12/2019,Video
ODI Fridays: Can we please stop talking about AI for health?,ODI Fridays,,https://www.youtube.com/watch?v=pZXNhdX4E5A,"Machine learning is revolutionising healthcare provision and delivery, from mobilising previously inaccessible data sources to generating increasingly powerful algorithmic constructs for prognostic modelling. However, it is becoming increasingly obvious that if we do not learn from the mistakes of our past, that we are doomed to repeat them; if it isn’t already too late…
In this (irreverent and misleadingly titled) talk, Dr. Bilal Mateen will discuss the importance of definitions, revisit a series of hard truths, and share the story of the world’s most complex and protracted game of 20 questions, all in an effort to highlight the importance of being able to tell the difference between good (data) science and a multi-million-dollar advertising campaign.
About the speaker
Bilal is a clinical data science fellow at the Alan Turing Institute, a clinical-academic trainee at Kings College Hospital, and an honorary researcher at Warwick University & The National Hospital for Neurology and Neurosurgery.
Image: by Matt Wiebe, Simplified Pixabay License.",29/11/2019,Video
ODI Fridays: Can data improve health and safety at work?,ODI Fridays,,https://www.youtube.com/watch?v=w2Z4_9GZoqU,"Data and AI is changing the way we manage workplace risk. Discovering Safety are using data and analytical tools to generate new insight and solutions.

Thousands of lives are still lost each year through workplace accidents and ill health. The Health and Safety Executive is leading the way in improving global health and safety performance through its new Discovering Safety Programme.

Discovering Safety uses data and analytical tools to generate new insight and develop solutions to address key health and safety challenges for maximum global benefit. It applies expertise in data science, artificial intelligence and machine learning to health and safety contexts and is creating impact by working with stakeholders worldwide to derive insight that can be applied in local contexts to substantially improve health and safety and ultimately save lives.

If you have an interest in data and AI and how these are changing the way we manage workplace risk come along and find out more about the Discovering Safety programme and how you can get involved.
About the speaker

Dr Helen Balmforth is the Head of Data Analytics at HSE and the Programme Director for Discovering Safety. She has over eighteen years’ experience of developing and delivering analytical solutions for a range of health and safety issues with HSE. Helen leads the new Lloyds Register Foundation Discovering Safety programme, which aims to improve health and safety performance on a global scale using data and analytical techniques to provide new insight and solutions.

Steven Naylor is a Senior Data Scientist based in HSE’s Science Division and is Associate Director on the Lloyds Register Foundation Discovering Safety Programme. His main area of expertise is in the application of data analytic techniques, including data mining for knowledge discovery, text mining, predictive analytics and statistical machine learning to generate intelligence from multi format data sources to support knowledge creation and inform decision-making.",22/11/2019,Video
ODI Fridays: Is open data dead?,ODI Fridays,,https://www.youtube.com/watch?v=O3l98QVzAfA,"Mike Rose has been working with the ODI and CABI to help the Ethiopian Government develop and implement a Soil and Agronomy data sharing policy. This talk is looking at how they approached this, how they ensured that they got as much buy in as possible and how they developed a policy – that landed well – based on the principles of FAIR data (Findable, Accessible, Interoperable, Reusable).

Mike will also discuss his hypothesis that open data as an outcome is dead and we need to refocus how we approach open data going forwards.

About the speakers
Mike works with individuals, companies, and governments to help them to change in a digital environment. He has worked for the Environment Agency and the Department for Environment, Food and Rural Affairs delivering organisational change around data use and data sharing. As a data strategy consultant, he has provided advice and coaching to a range of clients including the Coop, the Ethiopian Government, and Sport England.",15/11/2019,Video
"Alistair Gentry, DoxBox trustbot 2019",Data as culture,"art,data art,digital art",https://www.youtube.com/watch?v=S5h9q-SuwfA,"Interactive performance documentary. Dimensions and duration variable.

Created following a nine-month residency at the ODI in London in 2018 and 2019. Commissioned by ODI Data as Culture and produced as part of an ODI R&D project exploring data trust and sharing, funded by Innovate UK.


DoxBox trustbot is available for private performances and events. Artist fees may apply. Trust us, you’re worth it. Please contact dac@theodi.org",11/11/2019,Video
"Alistair Gentry, DoxBox trustbot 2019 (1 min)",Data as culture,,https://www.youtube.com/watch?v=e8t9NVefL8c,,11/11/2019,Video
ODI Fridays: AI in the NHS - Reinventing the eye exam,ODI Fridays,,https://www.youtube.com/watch?v=t7agx80FCa0,"Could ophthalmology be first branch of medicine to be fundamentally reinvented through the application of artificial intelligence?

Ophthalmology is among the most technology-driven of the all the medical specialties, with treatments utilising high-spec medical lasers and advanced microsurgical techniques, and diagnostics involving ultra-high resolution imaging.

Ophthalmology is also at the forefront of many trailblazing research areas in healthcare, such as stem cell therapy, gene therapy, and – most recently – artificial intelligence.

In July 2016, Moorfields announced a formal collaboration with the world’s leading artificial intelligence company, DeepMind. This collaboration involves the sharing of 1,000,000+ anonymised retinal scans with DeepMind to allow for the automated diagnosis of diseases such as age-related macular degeneration (AMD) and diabetic retinopathy (DR).

In his presentation, Pearse Keane will describe the motivation – and urgent need – to apply deep learning to ophthalmology, the processes required to establish a research collaboration between the NHS and a company like DeepMind, the initial results of the research.
About the speaker

Pearse Keane is a consultant ophthalmologist at Moorfields Eye Hospital and an associate professor at UCL Institute of Ophthalmology. He is originally from Ireland and received his medical degree from University College Dublin (UCD). In October 2019, he was included on the Evening Standard Progress 1000 list of most influential Londoners.",8/11/2019,Video
ODI Fridays: How the NSPCC protects the data of users online,ODI Fridays,,https://www.youtube.com/watch?v=1vXDpCUspF4,"The NSPCC is on a data ethics journey to ensure all interactions support their work to safeguard children, and this includes how they work with advertising networks.

They started by looking at cookie tracking across our websites and understanding what is collected and where it goes. From data to people, this will be a practical presentation on the steps they’ve taken, what they’ve reviewed, the questions they’ve asked and their path forward.

About the speaker
As Head of Data for NSPCC, Dawn Hemingway leads a multifunctional team driving a significant process, technology and cultural change programme that places the supporter at the heart of every engagement. With more than 20 years of strategic, operational and technical experience gained working across a varied portfolio of clients in commercial agencies, Dawn relishes her role as Data Champion in a progressive cause-driven organisation, devising and delivering compelling data and marketing solutions to maximise performance and efficiency whilst empowering staff and volunteers and delighting customers and supporters.",1/11/2019,Video
ODI Fridays: ODI Fridays: The role of open data in delivering Bristol’s new Smart City Strategy,ODI Fridays,,https://www.youtube.com/watch?v=Fy3g9VciVYQ,"Marius and Steve from Bristol City Council will be talking about city’s innovative approach to open data, with a focus on air quality data. Marius will describe the council’s engagement projects and collaboration with city partners and the role of open data in delivering on the commitments in the Mayor’s One City Plan as well as Bristol’s new Smart City Strategy.

Steve will explain the context of air quality management in the city as well as the technical aspects of integrating a range of real time air quality data sources onto Opendatasoft’s platform and developing engaging information products based on the air quality data.
About the speakers

Steve Crawshaw is the council’s air quality officer. He has worked for Bristol City Council for 21 years and is currently supporting the development of the council’s Clean Air Plan.

Marius Jennings is the council’s open data lead. His work has focused on the delivery of various smart city initiatives across the sub-region.",18/10/2019,Video
"ODI Fridays: Truth, Trust and Technology",ODI Fridays,,https://www.youtube.com/watch?v=xE_SX2IZYHI,"With ‘Big tech’ is seen as the catalyst, or even the source, of a wave of distrust in truth and institutions, this talk explores the role of technology in creating and maintaining trust.

Deep fakes. Addictive technology. Data breaches. New technology and its (mis)use in the past decade seems to have resulted in a crisis of trust in institutions, and in truth itself. The fix will be slow, complex, and among many other things, we will need to put technology to good use to make things better.

In this talk, ODI Head of Technology Olivier Thereaux will share highlights and learnings from recent projects on technology to support trust, including ARCHANGEL, a collaboration with the University of Surrey and The National Archives on guaranteeing integrity of digital records, as well as the ODI’s recent work on technology for data trusts.
About the speaker

As Head of Technology, Olivier leads the ODI’s work researching emerging tech, prototyping tools and services, and exploring the interplay of technology and policy. A graduate of École Centrale Paris, Olivier has worked as a technologist in France, Japan, Canada and the UK for nearly 20 years, focusing on the various facets of open technology: open standards, open source, open data and open innovation.",11/10/2019,Video
"ODI Fridays: Dance datafication, gains and losses",ODI Fridays,,https://www.youtube.com/watch?v=qHHXGroJD6I,"The idea that human perceptual systems, bodily and social knowledge can be explicated and used in interface design processes, training datasets and enhancing the experience of ‘end users’ runs across many areas including robotics, AI, surveillance and immersive VR.
Artists, scientists and industrialists are all busy responding to the latest technology advances. The field of contemporary dance can be drawn into this discussion, particularly through a number of seminal projects initiated by leading choreographers, including Motion Bank. Based in Mainz, Germany, Motion Bank has worked with several dance artists, such as William Forsythe, to document, digitise and openly share ‘dance knowledge’.
In this talk, examples from these projects will be shown to stimulate questions related to the ownership of such knowledge, humanising technology, safeguarding intangible heritage and a reflection on the potential loss of certain practices.
About the speaker
Scott deLahunta has worked on a range of projects bringing performing arts with a focus on choreography into conjunction with other disciplines and practices. He is Professor of Dance at the Centre for Dance Research, Coventry University and co-director Motion Bank, Mainz University of Applied Sciences.",4/10/2019,Video
